LINE TYPE,CHARGE CODE/ PACKAGE,CHARGE DESCRIPTION,DRG,CPT,HCPCS,MODIFIER,REV CODE,NDC,GROSS CHARGES,SELF PAY CASH PRICE,MIN NEGOTIATED RATE,MAX NEGOTIATED RATE,Aetna US Healthcare PPO/POS Out Net IP Rate,Aetna US Healthcare PPO/POS Out Net OP Rate,  Anaheim Memorial Medical Center HMO/POS/PPO IP Rate,  Anaheim Memorial Medical Center HMO/POS/PPO OP Rate,  Beech Street PPO IP Rate,  Beech Street PPO OP Rate,Blue Cross of California HMO/POS In Net IP Rate,Blue Cross of California HMO/POS In Net OP Rate,Blue Cross of California HMO/POS/PPO** IP Rate,Blue Cross of California HMO/POS/PPO** OP Rate,Blue Cross of California PPO/POS Out Net IP Rate,Blue Cross of California PPO/POS Out Net OP Rate,Blue Shield of California HMO/POS/PPO** IP Rate,Blue Shield of California HMO/POS/PPO** OP Rate,CalOPTIMA Direct IP Rate,CalOPTIMA Direct OP Rate,  CalOPTIMA Direct Medi-Cal Expansion IP Rate,  CalOPTIMA Direct Medi-Cal Expansion OP Rate,  CalOPTIMA OneCare IP Rate,  CalOPTIMA OneCare OP Rate,  Family Choice (Fountain Valley Reg Hosp) Medi-Cal/CalOPTIMA IP Rate,CHOC Health Alliance Medi-Cal/CalOPTIMA IP Rate,CHOC Health Alliance Medi-Cal/CalOPTIMA OP Rate,CHOC Physicians Network (CPN) Medi-Cal/CalOPTIMA/Healthy Familie IP Rate,CHOC Physicians Network (CPN) Medi-Cal/CalOPTIMA/Healthy Familie OP Rate,Cigna EPO/PPO** IP Rate,Cigna EPO/PPO** OP Rate,Cigna Healthcare of California HMO/POS In Net IP Rate,Cigna Healthcare of California HMO/POS In Net OP Rate,  Family Choice (Fountain Valley Reg Hosp) Medi-Cal/CalOPTIMA OP Rate,Health Net PPO/POS Out Net** IP Rate,Health Net PPO/POS Out Net** OP Rate,  Humana ChoiceCare PPO IP Rate,  Humana ChoiceCare PPO OP Rate,Inland Empire Health Plan Medi-Cal IP Rate,Inland Empire Health Plan Medi-Cal OP Rate,  Interplan Corporation PPO IP Rate,  Interplan Corporation PPO OP Rate,  La Salle Medical Associates HMO/POS In Net IP Rate,  La Salle Medical Associates HMO/POS In Net OP Rate,  Medi-Cal Out of County-LA Care IP Rate,  Medi-Cal Out of County-LA Care OP Rate,  Molina Medi-Cal IP Rate,  Molina Medi-Cal OP Rate,  Monarch Health Plan/Medi-Cal/Cal Optima IP Rate,  Monarch Health Plan/Medi-Cal/Cal Optima OP Rate,  MultiPlan PPO IP Rate,  MultiPlan PPO OP Rate,  National Provider Network PPO IP Rate,  National Provider Network PPO OP Rate,  PPO NEXT PPO IP Rate,  PPO NEXT PPO OP Rate,  Prospect Medical and Its Affiliated Medical Groups IP Rate,  Prospect Medical and Its Affiliated Medical Groups OP Rate,  State of CA Medical Assistance Commission CCS/Medi-Cal IP Rate,  State of CA Medical Assistance Commission CCS/Medi-Cal OP Rate,  Three Rivers Provider Network (TRPN) PPO IP Rate,  Three Rivers Provider Network (TRPN) PPO OP Rate,  UCI Medical Group HMO/POS in Net IP Rate,  UCI Medical Group HMO/POS in Net OP Rate,UnitedHealthcare HMO/POS In Net IP Rate,UnitedHealthcare HMO/POS In Net OP Rate,UnitedHealthcare PPO/POS Out Net IP Rate,UnitedHealthcare PPO/POS Out Net OP Rate,  USA Health Network PPO IP Rate,  USA Health Network PPO OP Rate
CDM,6684092,SCR DUAL LD RED PED 04.5X35MM[B02514535],,,,,278,,"$4,156.50","$4,156.50","$1,896.61","$4,156.50",,"$2,161.38",,"$2,493.90",,"$3,325.20",,"$2,993.51",,"$3,408.33",,"$2,993.51",,"$4,156.50",,,,,,,,,,,,,,,"$2,701.72",,,"$1,982.65",,"$3,325.20",,,,"$3,325.20",,"$2,701.73",,,,,,,,"$3,325.20",,"$3,533.03",,"$3,325.20",,"$2,286.08",,,,"$3,740.85",,"$2,701.73",,"$1,896.61",,"$1,896.61",,"$3,533.03"
CDM,6684776,SCR PED REDUC DUAL LD 6.5X40M[B02516540],,,,,278,,"$4,156.50","$4,156.50","$1,896.61","$4,156.50",,"$2,161.38",,"$2,493.90",,"$3,325.20",,"$2,993.51",,"$3,408.33",,"$2,993.51",,"$4,156.50",,,,,,,,,,,,,,,"$2,701.72",,,"$1,982.65",,"$3,325.20",,,,"$3,325.20",,"$2,701.73",,,,,,,,"$3,325.20",,"$3,533.03",,"$3,325.20",,"$2,286.08",,,,"$3,740.85",,"$2,701.73",,"$1,896.61",,"$1,896.61",,"$3,533.03"
CDM,6684777,SCR PED REDUC DUAL LD 6.5X45M[B02516545],,,,,278,,"$4,156.50","$4,156.50","$1,896.61","$4,156.50",,"$2,161.38",,"$2,493.90",,"$3,325.20",,"$2,993.51",,"$3,408.33",,"$2,993.51",,"$4,156.50",,,,,,,,,,,,,,,"$2,701.72",,,"$1,982.65",,"$3,325.20",,,,"$3,325.20",,"$2,701.73",,,,,,,,"$3,325.20",,"$3,533.03",,"$3,325.20",,"$2,286.08",,,,"$3,740.85",,"$2,701.73",,"$1,896.61",,"$1,896.61",,"$3,533.03"
CDM,6684849,NAIL FEMUR RETR STR 10.7X305MM[P10.7-80E305],,,,,278,,"$52,382.20","$52,382.20","$5,852.00","$52,382.20",,"$26,453.01",,"$31,429.32",,"$41,905.76",,"$30,182.62",,"$5,852.00",,"$30,182.62",,"$52,382.20",,,,,,,,,,,,,,,"$26,191.10",,,"$24,986.31",,"$41,905.76",,,,"$41,905.76",,"$34,048.43",,,,,,,,"$41,905.76",,"$44,524.87",,"$41,905.76",,"$28,810.21",,,,"$47,143.98",,"$34,048.43",,"$23,902.00",,"$23,902.00",,"$44,524.87"
CDM,6684850,SCR LOCKING 5.0MM X 37.5MM[TSA5-37.5],,,,,278,,"$1,534.40","$1,534.40",$731.91,"$1,534.40",,$797.89,,$920.64,,"$1,227.52",,"$1,105.07",,"$1,258.21",,"$1,105.07",,"$1,534.40",,,,,,,,,,,,,,,$997.36,,,$731.91,,"$1,227.52",,,,"$1,227.52",,$997.36,,,,,,,,"$1,227.52",,"$1,304.24",,"$1,227.52",,$843.92,,,,"$1,380.96",,$997.36,,$882.28,,$882.28,,"$1,304.24"
CDM,6684851,SCR LOCKING 5.0MM X 60MM[TSA5-060],,,,,278,,"$1,534.40","$1,534.40",$731.91,"$1,534.40",,$797.89,,$920.64,,"$1,227.52",,"$1,105.07",,"$1,258.21",,"$1,105.07",,"$1,534.40",,,,,,,,,,,,,,,$997.36,,,$731.91,,"$1,227.52",,,,"$1,227.52",,$997.36,,,,,,,,"$1,227.52",,"$1,304.24",,"$1,227.52",,$843.92,,,,"$1,380.96",,$997.36,,$882.28,,$882.28,,"$1,304.24"
CDM,6684852,SCR LOCKING 4.0MM X 35MM[TSA4-035],,,,,278,,"$1,534.40","$1,534.40",$731.91,"$1,534.40",,$797.89,,$920.64,,"$1,227.52",,"$1,105.07",,"$1,258.21",,"$1,105.07",,"$1,534.40",,,,,,,,,,,,,,,$997.36,,,$731.91,,"$1,227.52",,,,"$1,227.52",,$997.36,,,,,,,,"$1,227.52",,"$1,304.24",,"$1,227.52",,$843.92,,,,"$1,380.96",,$997.36,,$882.28,,$882.28,,"$1,304.24"
CDM,6684853,SCR LOCKING 3.5MM X 35MM[LSB3-035],,,,,278,,"$1,534.40","$1,534.40",$731.91,"$1,534.40",,$797.89,,$920.64,,"$1,227.52",,"$1,105.07",,"$1,258.21",,"$1,105.07",,"$1,534.40",,,,,,,,,,,,,,,$997.36,,,$731.91,,"$1,227.52",,,,"$1,227.52",,$997.36,,,,,,,,"$1,227.52",,"$1,304.24",,"$1,227.52",,$843.92,,,,"$1,380.96",,$997.36,,$882.28,,$882.28,,"$1,304.24"
CDM,6685002,SCR BN AUTODRIVE 1.6X4MM TI[217-1604],,,,,278,,$328.80,$328.80,$156.84,$328.80,,$170.98,,$197.28,,$263.04,,$236.80,,$269.62,,$236.80,,$328.80,,,,,,,,,,,,,,,$213.72,,,$156.84,,$263.04,,,,$263.04,,$213.72,,,,,,,,$263.04,,$279.48,,$263.04,,$180.84,,,,$295.92,,$213.72,,$189.06,,$189.06,,$279.48
CDM,5264763,KT CVC 4FR 5CM 2L[AK-22402],,,A4300,,278,,$362.30,$362.30,$172.82,$362.30,,$188.40,,$217.38,,$289.84,,$260.93,,$297.09,,$260.93,,$362.30,,,,,,,,,,,,,,,$235.50,,,$172.82,,$289.84,,,,$289.84,,$235.50,,,,,,,,$289.84,,$307.96,,$289.84,,$199.27,,,,$326.07,,$235.50,,$208.32,,$208.32,,$307.96
CDM,5264639,APR IN CLP RANEY 3 CRTDG GUN [CG8901],,,A4649,,278,,$358.49,$358.49,$171.00,$358.49,,$186.41,,$215.09,,$286.79,,$258.18,,$293.96,,$258.18,,$358.49,,,,,,,,,,,,,,,$233.02,,,$171.00,,$286.79,,,,$286.79,,$233.02,,,,,,,,$286.79,,$304.72,,$286.79,,$197.17,,,,$322.64,,$233.02,,$206.13,,$206.13,,$304.72
CDM,5264972,SUT ABSRBL PLSRB UND 4-0 CV-24[8886259763],,,A4649,,278,,$165.00,$165.00,$78.71,$165.00,,$85.80,,$99.00,,$132.00,,$118.83,,$135.30,,$118.83,,$165.00,,,,,,,,,,,,,,,$107.25,,,$78.71,,$132.00,,,,$132.00,,$107.25,,,,,,,,$132.00,,$140.25,,$132.00,,$90.75,,,,$148.50,,$107.25,,$94.88,,$94.88,,$140.25
CDM,5265188,CANU LAP EPTH XCEL 5MM 100MM[ESCB5LT],,,A4649,,278,,$189.58,$189.58,$90.43,$189.58,,$98.58,,$113.75,,$151.66,,$136.54,,$155.46,,$136.54,,$189.58,,,,,,,,,,,,,,,$123.23,,,$90.43,,$151.66,,,,$151.66,,$123.23,,,,,,,,$151.66,,$161.14,,$151.66,,$104.27,,,,$170.62,,$123.23,,$109.01,,$109.01,,$161.14
CDM,5440996,KIT PEG PONSKY 20FR SIL PUL PL[000792],,,B4088,,278,,"$1,802.78","$1,802.78",$859.93,"$1,802.78",,$937.45,,"$1,081.67",,"$1,442.22",,"$1,298.36",,"$1,478.28",,"$1,298.36",,"$1,802.78",,,,,,,,,,,,,,,"$1,171.81",,,$859.93,,"$1,442.22",,,,"$1,442.22",,"$1,171.81",,,,,,,,"$1,442.22",,"$1,532.36",,"$1,442.22",,$991.53,,,,"$1,622.50",,"$1,171.81",,"$1,036.60",,"$1,036.60",,"$1,532.36"
CDM,5472178,BTN GAST MN 1 MCKY 14FR 2.0CM[M1-5-1420],,,B4088,,278,,$555.05,$555.05,$264.76,$555.05,,$288.63,,$333.03,,$444.04,,$399.75,,$455.14,,$399.75,,$555.05,,,,,,,,,,,,,,,$360.78,,,$264.76,,$444.04,,,,$444.04,,$360.78,,,,,,,,$444.04,,$471.79,,$444.04,,$305.28,,,,$499.55,,$360.78,,$319.15,,$319.15,,$471.79
CDM,5502310,KT PEG CRFL-MAX 12FR LTX PU[30-6012],,,B4088,,278,,$701.50,$701.50,$334.62,$701.50,,$364.78,,$420.90,,$561.20,,$505.22,,$575.23,,$505.22,,$701.50,,,,,,,,,,,,,,,$455.98,,,$334.62,,$561.20,,,,$561.20,,$455.98,,,,,,,,$561.20,,$596.28,,$561.20,,$385.83,,,,$631.35,,$455.98,,$403.36,,$403.36,,$596.28
CDM,5511014,KIT PEG HALYARD 14FR PULL[7180-14],,,B4088,,278,,$722.55,$722.55,$344.66,$722.55,,$375.73,,$433.53,,$578.04,,$520.38,,$592.49,,$520.38,,$722.55,,,,,,,,,,,,,,,$469.66,,,$344.66,,$578.04,,,,$578.04,,$469.66,,,,,,,,$578.04,,$614.17,,$578.04,,$397.40,,,,$650.30,,$469.66,,$415.47,,$415.47,,$614.17
CDM,5521300,KT PEG ENDOVIVE 20FR SIL 5ML[M00566461],,,B4088,,278,,"$1,043.10","$1,043.10",$497.56,"$1,043.10",,$542.41,,$625.86,,$834.48,,$751.24,,$855.34,,$751.24,,"$1,043.10",,,,,,,,,,,,,,,$678.01,,,$497.56,,$834.48,,,,$834.48,,$678.02,,,,,,,,$834.48,,$886.64,,$834.48,,$573.71,,,,$938.79,,$678.02,,$599.78,,$599.78,,$886.64
CDM,5276583,SCR BN LCP 4.5MM 42MM SS PROX [214.842],,,C1713,,278,,$160.85,$160.85,$76.73,$160.85,,$160.85,,$96.51,,$128.68,,$115.84,,$131.90,,$115.84,,$160.85,,,,,,,,,,,,,,,$104.55,,,$76.73,,$128.68,,,,$128.68,,$104.55,,,,,,,,$128.68,,$136.72,,$128.68,,$88.47,,,,$144.77,,$104.55,,$92.49,,$92.49,,$136.72
CDM,5276587,SCR BN LCP 4.5MM 38MM SS PROX [214.838],,,C1713,,278,,$180.18,$180.18,$85.95,$180.18,,$180.18,,$108.11,,$144.14,,$129.77,,$147.75,,$129.77,,$180.18,,,,,,,,,,,,,,,$117.12,,,$85.95,,$144.14,,,,$144.14,,$117.12,,,,,,,,$144.14,,$153.15,,$144.14,,$99.10,,,,$162.16,,$117.12,,$103.60,,$103.60,,$153.15
CDM,5276591,SCR BN LCP 4.5MM 36MM SS PROX [214.836],,,C1713,,278,,$227.06,$227.06,$108.31,$227.06,,$227.06,,$136.24,,$181.65,,$163.53,,$186.19,,$163.53,,$227.06,,,,,,,,,,,,,,,$147.59,,,$108.31,,$181.65,,,,$181.65,,$147.59,,,,,,,,$181.65,,$193.00,,$181.65,,$124.88,,,,$204.35,,$147.59,,$130.56,,$130.56,,$193.00
CDM,5276595,SCR BN LCP 4.5MM 34MM SS PROX [214.834],,,C1713,,278,,$162.46,$162.46,$77.49,$162.46,,$162.46,,$97.48,,$129.97,,$117.00,,$133.22,,$117.00,,$162.46,,,,,,,,,,,,,,,$105.60,,,$77.49,,$129.97,,,,$129.97,,$105.60,,,,,,,,$129.97,,$138.09,,$129.97,,$89.35,,,,$146.21,,$105.60,,$93.41,,$93.41,,$138.09
CDM,5276596,SCR BN LCP 4.5MM 32MM SS PROX [214.832],,,C1713,,278,,$162.45,$162.45,$77.49,$162.45,,$162.45,,$97.47,,$129.96,,$117.00,,$133.21,,$117.00,,$162.45,,,,,,,,,,,,,,,$105.59,,,$77.49,,$129.96,,,,$129.96,,$105.59,,,,,,,,$129.96,,$138.08,,$129.96,,$89.35,,,,$146.21,,$105.59,,$93.41,,$93.41,,$138.08
CDM,5276635,NL INTRAMEDULLARY 3MM GLD  44 [475.930],,,C1713,,278,,"$2,521.01","$2,521.01","$1,202.52","$2,521.01",,"$2,521.01",,"$1,512.61",,"$2,016.81",,"$1,815.63",,"$2,067.23",,"$1,815.63",,"$2,521.01",,,,,,,,,,,,,,,"$1,638.66",,,"$1,202.52",,"$2,016.81",,,,"$2,016.81",,"$1,638.66",,,,,,,,"$2,016.81",,"$2,142.86",,"$2,016.81",,"$1,386.56",,,,"$2,268.91",,"$1,638.66",,"$1,449.58",,"$1,449.58",,"$2,142.86"
CDM,5276640,SCR BN 6MM T8 STARDRIVE RCS [212.806],,,C1713,,278,,$778.53,$778.53,$371.36,$778.53,,$778.53,,$467.12,,$622.82,,$560.70,,$638.39,,$560.70,,$778.53,,,,,,,,,,,,,,,$506.04,,,$371.36,,$622.82,,,,$622.82,,$506.04,,,,,,,,$622.82,,$661.75,,$622.82,,$428.19,,,,$700.68,,$506.04,,$447.65,,$447.65,,$661.75
CDM,5277370,SCR BN 30MM LCP 5MM FULL THRD [02.205.030],,,C1713,,278,,"$1,505.49","$1,505.49",$718.12,"$1,505.49",,"$1,505.49",,$903.29,,"$1,204.39",,"$1,084.25",,"$1,234.50",,"$1,084.25",,"$1,505.49",,,,,,,,,,,,,,,$978.57,,,$718.12,,"$1,204.39",,,,"$1,204.39",,$978.57,,,,,,,,"$1,204.39",,"$1,279.67",,"$1,204.39",,$828.02,,,,"$1,354.94",,$978.57,,$865.66,,$865.66,,"$1,279.67"
CDM,5277394,SCR BN 50MM LCP 5MM FULL THRD [02.205.050],,,C1713,,278,,"$1,249.00","$1,249.00",$595.77,"$1,249.00",,"$1,249.00",,$749.40,,$999.20,,$899.53,,"$1,024.18",,$899.53,,"$1,249.00",,,,,,,,,,,,,,,$811.85,,,$595.77,,$999.20,,,,$999.20,,$811.85,,,,,,,,$999.20,,"$1,061.65",,$999.20,,$686.95,,,,"$1,124.10",,$811.85,,$718.17,,$718.17,,"$1,061.65"
CDM,5277420,GUIDE WIRE FX TROC PNT NS  1.6[292.16],,,C1713,,278,,$586.61,$586.61,$279.81,$586.61,,$586.61,,$351.97,,$469.29,,$422.48,,$481.02,,$422.48,,$586.61,,,,,,,,,,,,,,,$381.30,,,$279.81,,$469.29,,,,$469.29,,$381.30,,,,,,,,$469.29,,$498.62,,$469.29,,$322.64,,,,$527.95,,$381.30,,$337.30,,$337.30,,$498.62
CDM,5278103,SCR BN LCP 2.7MM 24MM SS DIST [202.224],,,C1713,,278,,$808.20,$808.20,$385.51,$808.20,,$808.20,,$484.92,,$646.56,,$582.07,,$662.72,,$582.07,,$808.20,,,,,,,,,,,,,,,$525.33,,,$385.51,,$646.56,,,,$646.56,,$525.33,,,,,,,,$646.56,,$686.97,,$646.56,,$444.51,,,,$727.38,,$525.33,,$464.71,,$464.71,,$686.97
CDM,5278104,SCR BN LCP 5MM FULL THRD 80MM [02.205.080],,,C1713,,278,,"$1,249.00","$1,249.00",$595.77,"$1,249.00",,"$1,249.00",,$749.40,,$999.20,,$899.53,,"$1,024.18",,$899.53,,"$1,249.00",,,,,,,,,,,,,,,$811.85,,,$595.77,,$999.20,,,,$999.20,,$811.85,,,,,,,,$999.20,,"$1,061.65",,$999.20,,$686.95,,,,"$1,124.10",,$811.85,,$718.17,,$718.17,,"$1,061.65"
CDM,5278143,SCR BN 6.5MM 90MM SS 32MM FEM [208.440],,,C1713,,278,,"$1,473.47","$1,473.47",$702.85,"$1,473.47",,"$1,473.47",,$884.08,,"$1,178.78",,"$1,061.19",,"$1,208.25",,"$1,061.19",,"$1,473.47",,,,,,,,,,,,,,,$957.76,,,$702.85,,"$1,178.78",,,,"$1,178.78",,$957.76,,,,,,,,"$1,178.78",,"$1,252.45",,"$1,178.78",,$810.41,,,,"$1,326.12",,$957.76,,$847.25,,$847.25,,"$1,252.45"
CDM,5278144,NL INTRAMEDULLARY 380MM FEM [04.013.456S],,,C1713,,278,,"$9,507.33","$9,507.33","$4,338.19","$9,507.33",,"$8,101.23",,"$5,704.40",,"$7,605.86",,"$5,478.12",,"$5,852.00",,"$5,478.12",,"$9,507.33",,,,,,,,,,,,,,,"$4,753.66",,,"$4,535.00",,"$7,605.86",,,,"$7,605.86",,"$6,179.76",,,,,,,,"$7,605.86",,"$8,081.23",,"$7,605.86",,"$5,229.03",,,,"$8,556.60",,"$6,179.76",,"$4,338.19",,"$4,338.19",,"$8,081.23"
CDM,5278147,PLT BN VA LEFT 2COL2.4MM 6HL HD/2HL SHFT[02.111.631],,,C1713,,278,,"$5,022.07","$5,022.07","$2,291.57","$5,022.07",,"$3,300.03",,"$3,013.24",,"$4,017.66",,"$2,893.72",,"$4,118.10",,"$2,893.72",,"$5,022.07",,,,,,,,,,,,,,,"$2,511.03",,,"$2,395.53",,"$4,017.66",,,,"$4,017.66",,"$3,264.35",,,,,,,,"$4,017.66",,"$4,268.76",,"$4,017.66",,"$2,762.14",,,,"$4,519.86",,"$3,264.35",,"$2,291.57",,"$2,291.57",,"$4,268.76"
CDM,5278155,SCR BN 7.3MM 55MM SS ORTH CANU [209.655],,,C1713,,278,,"$1,455.05","$1,455.05",$694.06,"$1,455.05",,"$1,455.05",,$873.03,,"$1,164.04",,"$1,047.93",,"$1,193.14",,"$1,047.93",,"$1,455.05",,,,,,,,,,,,,,,$945.78,,,$694.06,,"$1,164.04",,,,"$1,164.04",,$945.78,,,,,,,,"$1,164.04",,"$1,236.79",,"$1,164.04",,$800.28,,,,"$1,309.55",,$945.78,,$836.65,,$836.65,,"$1,236.79"
CDM,5278936,PLT BN LCP PROX HUM 3.5 6X5 H[241.903],,,C1713,,278,,"$6,854.85","$6,854.85","$3,127.87","$6,854.85",,"$6,761.73",,"$4,112.91",,"$5,483.88",,"$3,949.76",,"$5,620.98",,"$3,949.76",,"$6,854.85",,,,,,,,,,,,,,,"$3,427.43",,,"$3,269.76",,"$5,483.88",,,,"$5,483.88",,"$4,455.65",,,,,,,,"$5,483.88",,"$5,826.62",,"$5,483.88",,"$3,770.17",,,,"$6,169.37",,"$4,455.65",,"$3,127.87",,"$3,127.87",,"$5,826.62"
CDM,5278945,SCR BN LCP 4.5MM 54MM SS PROX [214.854],,,C1713,,278,,$180.18,$180.18,$85.95,$180.18,,$180.18,,$108.11,,$144.14,,$129.77,,$147.75,,$129.77,,$180.18,,,,,,,,,,,,,,,$117.12,,,$85.95,,$144.14,,,,$144.14,,$117.12,,,,,,,,$144.14,,$153.15,,$144.14,,$99.10,,,,$162.16,,$117.12,,$103.60,,$103.60,,$153.15
CDM,5279004,SCR BN 4.5MM PRT THRD 46MM SS [214.546],,,C1713,,278,,"$1,561.28","$1,561.28",$744.73,"$1,561.28",,"$1,561.28",,$936.77,,"$1,249.02",,"$1,124.43",,"$1,280.25",,"$1,124.43",,"$1,561.28",,,,,,,,,,,,,,,"$1,014.83",,,$744.73,,"$1,249.02",,,,"$1,249.02",,"$1,014.83",,,,,,,,"$1,249.02",,"$1,327.09",,"$1,249.02",,$858.70,,,,"$1,405.15",,"$1,014.83",,$897.74,,$897.74,,"$1,327.09"
CDM,5433790,SCR BN 12MM SS DIST RADL [02.210.112],,,C1713,,278,,$810.57,$810.57,$386.64,$810.57,,$810.57,,$486.34,,$648.46,,$583.77,,$664.67,,$583.77,,$810.57,,,,,,,,,,,,,,,$526.87,,,$386.64,,$648.46,,,,$648.46,,$526.87,,,,,,,,$648.46,,$688.98,,$648.46,,$445.81,,,,$729.51,,$526.87,,$466.08,,$466.08,,$688.98
CDM,5433792,SCR BN SS VA LOCKING T8 2.4X18[02.210.118],,,C1713,,278,,$810.57,$810.57,$386.64,$810.57,,$810.57,,$486.34,,$648.46,,$583.77,,$664.67,,$583.77,,$810.57,,,,,,,,,,,,,,,$526.87,,,$386.64,,$648.46,,,,$648.46,,$526.87,,,,,,,,$648.46,,$688.98,,$648.46,,$445.81,,,,$729.51,,$526.87,,$466.08,,$466.08,,$688.98
CDM,5433826,PLT BN LCP 3.5MM SS 7 HOLE[223.571],,,C1713,,278,,"$2,525.60","$2,525.60","$1,204.71","$2,525.60",,"$2,525.60",,"$1,515.36",,"$2,020.48",,"$1,818.94",,"$2,070.99",,"$1,818.94",,"$2,525.60",,,,,,,,,,,,,,,"$1,641.64",,,"$1,204.71",,"$2,020.48",,,,"$2,020.48",,"$1,641.64",,,,,,,,"$2,020.48",,"$2,146.76",,"$2,020.48",,"$1,389.08",,,,"$2,273.04",,"$1,641.64",,"$1,452.22",,"$1,452.22",,"$2,146.76"
CDM,5433839,SCR BN 14MM SS DIST RADL [02.210.114],,,C1713,,278,,$801.27,$801.27,$382.21,$801.27,,$801.27,,$480.76,,$641.02,,$577.07,,$657.04,,$577.07,,$801.27,,,,,,,,,,,,,,,$520.83,,,$382.21,,$641.02,,,,$641.02,,$520.83,,,,,,,,$641.02,,$681.08,,$641.02,,$440.70,,,,$721.14,,$520.83,,$460.73,,$460.73,,$681.08
CDM,5433854,WSHR ORTH LCP 13MM SS NS 7.3MM [219.99],,,C1713,,278,,$199.94,$199.94,$95.37,$199.94,,$199.94,,$119.96,,$159.95,,$144.00,,$163.95,,$144.00,,$199.94,,,,,,,,,,,,,,,$129.96,,,$95.37,,$159.95,,,,$159.95,,$129.96,,,,,,,,$159.95,,$169.95,,$159.95,,$109.97,,,,$179.95,,$129.96,,$114.97,,$114.97,,$169.95
CDM,5433871,SCR BN LCP 4.5MM 48MM SS PROX [214.848],,,C1713,,278,,$180.18,$180.18,$85.95,$180.18,,$180.18,,$108.11,,$144.14,,$129.77,,$147.75,,$129.77,,$180.18,,,,,,,,,,,,,,,$117.12,,,$85.95,,$144.14,,,,$144.14,,$117.12,,,,,,,,$144.14,,$153.15,,$144.14,,$99.10,,,,$162.16,,$117.12,,$103.60,,$103.60,,$153.15
CDM,5433881,SCR BN 8MM SS DIST RADL [02.210.108],,,C1713,,278,,"$1,155.46","$1,155.46",$551.15,"$1,155.46",,"$1,155.46",,$693.28,,$924.37,,$832.16,,$947.48,,$832.16,,"$1,155.46",,,,,,,,,,,,,,,$751.05,,,$551.15,,$924.37,,,,$924.37,,$751.05,,,,,,,,$924.37,,$982.14,,$924.37,,$635.50,,,,"$1,039.91",,$751.05,,$664.39,,$664.39,,$982.14
CDM,5433894,SCR BN SS VA LOCKING T8 2.4X16[02.210.116],,,C1713,,278,,"$1,155.46","$1,155.46",$551.15,"$1,155.46",,"$1,155.46",,$693.28,,$924.37,,$832.16,,$947.48,,$832.16,,"$1,155.46",,,,,,,,,,,,,,,$751.05,,,$551.15,,$924.37,,,,$924.37,,$751.05,,,,,,,,$924.37,,$982.14,,$924.37,,$635.50,,,,"$1,039.91",,$751.05,,$664.39,,$664.39,,$982.14
CDM,5433895,SCR BN 24MM 2.7MM T8 STARDRIVE [202.884],,,C1713,,278,,$250.59,$250.59,$119.53,$250.59,,$250.59,,$150.35,,$200.47,,$180.47,,$205.48,,$180.47,,$250.59,,,,,,,,,,,,,,,$162.88,,,$119.53,,$200.47,,,,$200.47,,$162.88,,,,,,,,$200.47,,$213.00,,$200.47,,$137.82,,,,$225.53,,$162.88,,$144.09,,$144.09,,$213.00
CDM,5433897,SCR BN SS VA LOCKING T8 2.4X20[02.210.120],,,C1713,,278,,$818.68,$818.68,$390.51,$818.68,,$818.68,,$491.21,,$654.94,,$589.61,,$671.32,,$589.61,,$818.68,,,,,,,,,,,,,,,$532.14,,,$390.51,,$654.94,,,,$654.94,,$532.14,,,,,,,,$654.94,,$695.88,,$654.94,,$450.27,,,,$736.81,,$532.14,,$470.74,,$470.74,,$695.88
CDM,5433912,SCR BN LCP 4.5MM 28MM SS PROX [214.828],,,C1713,,278,,$160.85,$160.85,$76.73,$160.85,,$160.85,,$96.51,,$128.68,,$115.84,,$131.90,,$115.84,,$160.85,,,,,,,,,,,,,,,$104.55,,,$76.73,,$128.68,,,,$128.68,,$104.55,,,,,,,,$128.68,,$136.72,,$128.68,,$88.47,,,,$144.77,,$104.55,,$92.49,,$92.49,,$136.72
CDM,5433946,REAMER ROD BALL TIP DISP 2.5MM[351.706S],,,C1713,,278,,"$1,000.40","$1,000.40",$477.19,"$1,000.40",,"$1,000.40",,$600.24,,$800.32,,$720.49,,$820.33,,$720.49,,"$1,000.40",,,,,,,,,,,,,,,$650.26,,,$477.19,,$800.32,,,,$800.32,,$650.26,,,,,,,,$800.32,,$850.34,,$800.32,,$550.22,,,,$900.36,,$650.26,,$575.23,,$575.23,,$850.34
CDM,5433959,SCR BN SS CORT ST T8 2.7X16MM[202.876],,,C1713,,278,,$365.11,$365.11,$174.16,$365.11,,$365.11,,$219.07,,$292.09,,$262.95,,$299.39,,$262.95,,$365.11,,,,,,,,,,,,,,,$237.32,,,$174.16,,$292.09,,,,$292.09,,$237.32,,,,,,,,$292.09,,$310.34,,$292.09,,$200.81,,,,$328.60,,$237.32,,$209.94,,$209.94,,$310.34
CDM,5433962,SCR BN SS CORT ST T8 2.7X14MM[202.874],,,C1713,,278,,$365.11,$365.11,$174.16,$365.11,,$365.11,,$219.07,,$292.09,,$262.95,,$299.39,,$262.95,,$365.11,,,,,,,,,,,,,,,$237.32,,,$174.16,,$292.09,,,,$292.09,,$237.32,,,,,,,,$292.09,,$310.34,,$292.09,,$200.81,,,,$328.60,,$237.32,,$209.94,,$209.94,,$310.34
